,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
1746,1747,CA-2017-155670,2017-08-13,2017-08-17,second class,EM-14065,Erin Mull,consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,office supplies,binders,Acco Translucent Poly Ring Binders,665.14,948.88,283.74,10,9488.775525
1747,1748,CA-2017-155670,2017-08-13,2017-08-17,second class,EM-14065,Erin Mull,consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,office supplies,paper,Easy-Staple Paper,285.07,56.78,-228.3,23,1305.830027
1748,1749,US-2015-157406,2015-04-25,2015-04-29,standard class,DA-13450,Dianna Arnett,home office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,office supplies,paper,Xerox 1985,438.15,673.42,235.27,17,11448.16468
1749,1750,US-2015-157406,2015-04-25,2015-04-29,standard class,DA-13450,Dianna Arnett,home office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,office supplies,art,12 Colored Short Pencils,630.84,938.8,307.96,9,8449.210147
1750,1751,CA-2016-139094,2016-11-22,2016-11-27,standard class,MO-17800,Meg O'Connel,home office,United States,San Antonio,Texas,78207,Central,FUR-TA-10004607,furniture,tables,Hon 2111 Invitation Series Straight Table,140.73,409.35,268.62,3,1228.037379
1751,1752,CA-2018-168837,2018-10-14,2018-10-17,first class,JW-15955,Joni Wasserman,consumer,United States,Oakland,California,94601,West,FUR-FU-10001918,furniture,furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,628.67,566.88,-61.79,3,1700.646648
1752,1753,CA-2018-116715,2018-12-02,2018-12-05,first class,VW-21775,Victoria Wilson,corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,office supplies,storage,"Fellowes Mobile File Cart, Black",18.62,503.53,484.91,4,2014.115741
1753,1754,CA-2018-116715,2018-12-02,2018-12-05,first class,VW-21775,Victoria Wilson,corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,office supplies,paper,Xerox 1940,594.04,797.27,203.22,9,7175.389543
1754,1755,CA-2018-116715,2018-12-02,2018-12-05,first class,VW-21775,Victoria Wilson,corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,office supplies,paper,Xerox 1962,557.41,116.89,-440.52,23,2688.37072
1755,1756,CA-2016-135622,2016-12-08,2016-12-11,second class,TT-21460,Tonja Turnell,home office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,office supplies,paper,Xerox 1945,244.79,443.32,198.53,11,4876.519967
1756,1757,CA-2016-135622,2016-12-08,2016-12-11,second class,TT-21460,Tonja Turnell,home office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,technology,phones,Wilson Electronics Db Pro Signal Booster,406.6,241.38,-165.22,9,2172.446256
1757,1758,US-2016-107349,2016-07-13,2016-07-15,first class,SL-20155,Sara Luxemburg,home office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,office supplies,binders,Wilson Jones Heavy-Duty Casebound Ring Binders With Metal Hinges,310.79,885.96,575.17,15,13289.47168
1758,1759,CA-2015-139017,2015-05-11,2015-05-17,standard class,RM-19375,Raymond Messe,consumer,United States,Houston,Texas,77095,Central,TEC-AC-10001013,technology,accessories,Logitech Clearchat Comfort/Usb Headset H390,460.01,714.71,254.7,22,15723.61711
1759,1760,CA-2015-141817,2015-01-05,2015-01-12,standard class,MB-18085,Mick Brown,consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,office supplies,art,"Avery Hi-Liter Everbold Pen Style Fluorescent Highlighters, 4/Pack",970.28,429.77,-540.51,5,2148.842327
1760,1761,CA-2016-130785,2016-09-05,2016-09-09,standard class,AG-10900,Arthur Gainer,consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,furniture,bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",780.11,546.36,-233.75,3,1639.06906
1761,1762,CA-2016-130785,2016-09-05,2016-09-09,standard class,AG-10900,Arthur Gainer,consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,office supplies,binders,"Dxl Angle-View Binders With Locking Rings, Black",418.82,13.88,-404.94,11,152.6634902
1762,1763,CA-2016-130785,2016-09-05,2016-09-09,standard class,AG-10900,Arthur Gainer,consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,furniture,bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",512.12,962.87,450.76,13,12517.32048
1763,1764,CA-2017-110254,2017-08-04,2017-08-08,standard class,ML-17755,Max Ludwig,home office,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,office supplies,supplies,"Acme 10"" Easy Grip Assistive Scissors",380.7,9.15,-371.55,25,228.8490799
1764,1765,CA-2017-110254,2017-08-04,2017-08-08,standard class,ML-17755,Max Ludwig,home office,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,office supplies,labels,Avery 476,762.15,717.04,-45.11,16,11472.68035
1765,1766,CA-2017-110254,2017-08-04,2017-08-08,standard class,ML-17755,Max Ludwig,home office,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,furniture,furnishings,Advantus Panel Wall Certificate Holder - 8.5X11,810.71,456.52,-354.18,24,10956.59038
1766,1767,CA-2017-110254,2017-08-04,2017-08-08,standard class,ML-17755,Max Ludwig,home office,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,office supplies,labels,Avery 478,679.9,67.72,-612.18,9,609.4746894
1767,1768,US-2015-158057,2015-03-22,2015-03-26,standard class,CC-12685,Craig Carroll,consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10004410,office supplies,binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",344.72,871.17,526.45,5,4355.866068
1768,1769,US-2015-158057,2015-03-22,2015-03-26,standard class,CC-12685,Craig Carroll,consumer,United States,Greensboro,North Carolina,27405,South,OFF-BI-10002735,office supplies,binders,Gbc Prestige Therm-A-Bind Covers,651.14,748.46,97.32,4,2993.846043
1769,1770,CA-2018-146024,2018-03-02,2018-03-08,standard class,SC-20770,Stewart Carmichael,corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,office supplies,supplies,Staple Remover,611.32,254.79,-356.53,19,4841.009141
1770,1771,CA-2018-146024,2018-03-02,2018-03-08,standard class,SC-20770,Stewart Carmichael,corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,office supplies,binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,38.83,249.46,210.63,23,5737.617221
1771,1772,CA-2017-129686,2017-11-27,2017-11-29,second class,GG-14650,Greg Guthrie,corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,office supplies,storage,"Safco Commercial Wire Shelving, 72H",410.08,454.05,43.96,24,10897.18901
1772,1773,CA-2017-129686,2017-11-27,2017-11-29,second class,GG-14650,Greg Guthrie,corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10001266,technology,accessories,Memorex Micro Travel Drive 8 Gb,675.4,62.78,-612.61,1,62.78468846
1773,1774,CA-2015-118976,2015-04-28,2015-05-03,standard class,MY-18295,Muhammed Yedwab,corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,office supplies,binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",189.61,282.1,92.49,15,4231.443455
1774,1775,CA-2015-118976,2015-04-28,2015-05-03,standard class,MY-18295,Muhammed Yedwab,corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,office supplies,storage,Recycled Steel Personal File For Standard File Folders,630.19,724.32,94.13,22,15934.97139
1775,1776,CA-2015-118976,2015-04-28,2015-05-03,standard class,MY-18295,Muhammed Yedwab,corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,office supplies,art,Blackstonian Pencils,797.02,246.87,-550.15,18,4443.641636
1776,1777,CA-2015-118976,2015-04-28,2015-05-03,standard class,MY-18295,Muhammed Yedwab,corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,office supplies,labels,Avery 488,43.18,996.78,953.6,12,11961.34812
1777,1778,CA-2016-105347,2016-11-24,2016-11-28,standard class,DP-13000,Darren Powers,consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000675,office supplies,paper,Xerox 1919,453.42,430.02,-23.4,3,1290.055919
1778,1779,CA-2016-105347,2016-11-24,2016-11-28,standard class,DP-13000,Darren Powers,consumer,United States,Los Angeles,California,90004,West,OFF-AR-10003045,office supplies,art,Prang Colored Pencils,813.56,632.61,-180.95,22,13917.50507
1779,1780,CA-2017-124667,2017-11-11,2017-11-16,standard class,BD-11770,Bryan Davis,consumer,United States,New York City,New York,10011,East,TEC-AC-10003447,technology,accessories,Micropad Numeric Keypads,146.53,592.0,445.47,22,13024.02915
1780,1781,CA-2017-124667,2017-11-11,2017-11-16,standard class,BD-11770,Bryan Davis,consumer,United States,New York City,New York,10011,East,OFF-ST-10002276,office supplies,storage,Safco Steel Mobile File Cart,97.6,88.98,-8.62,10,889.8064816
1781,1782,CA-2016-111094,2016-07-09,2016-07-13,standard class,CB-12535,Claudia Bergmann,corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,office supplies,paper,Tops Wirebound Message Log Books,369.0,275.45,-93.55,23,6335.370385
1782,1783,CA-2016-111094,2016-07-09,2016-07-13,standard class,CB-12535,Claudia Bergmann,corporate,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,office supplies,binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",159.43,621.46,462.03,23,14293.55967
1783,1784,CA-2018-166317,2018-09-22,2018-09-26,standard class,JE-15610,Jim Epp,corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,office supplies,paper,Xerox 1940,589.41,866.46,277.05,10,8664.593256
1784,1785,CA-2018-166317,2018-09-22,2018-09-26,standard class,JE-15610,Jim Epp,corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,technology,accessories,Logitech Desktop Mk120 Mouse And Keyboard Combo,918.95,511.88,-407.07,9,4606.961275
1785,1786,CA-2018-166317,2018-09-22,2018-09-26,standard class,JE-15610,Jim Epp,corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,office supplies,binders,Accohide Binder By Acco,560.84,699.97,139.13,2,1399.944638
1786,1787,CA-2018-166317,2018-09-22,2018-09-26,standard class,JE-15610,Jim Epp,corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,technology,phones,At&T Cl82213,526.01,732.23,206.22,22,16109.0262
1787,1788,CA-2016-154326,2016-02-15,2016-02-19,standard class,RP-19855,Roy Phan,corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,technology,phones,Innergie Mmini Combo Duo Usb Travel Charging Kit,951.89,210.25,-741.65,5,1051.236058
1788,1789,CA-2016-154326,2016-02-15,2016-02-19,standard class,RP-19855,Roy Phan,corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,technology,phones,Samsung Galaxy S Iii - 16Gb - Pebble Blue (T-Mobile),877.3,786.02,-91.28,9,7074.188921
1789,1790,CA-2016-154326,2016-02-15,2016-02-19,standard class,RP-19855,Roy Phan,corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,technology,accessories,Maxell Lto Ultrium - 800 Gb,32.42,396.43,364.01,13,5153.564682
1790,1791,CA-2015-102008,2015-09-30,2015-10-04,standard class,RA-19915,Russell Applegate,consumer,United States,New York City,New York,10011,East,OFF-PA-10004092,office supplies,paper,Tops Green Bar Computer Printout Paper,846.25,631.89,-214.36,16,10110.17105
1791,1792,CA-2015-120474,2015-12-01,2015-12-03,first class,RP-19390,Resi Pölking,consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,furniture,chairs,Office Star - Professional Matrix Back Chair With 2-To-1 Synchro Tilt And Mesh Fabric Seat,490.14,299.31,-190.83,1,299.3148661
1792,1793,CA-2015-120474,2015-12-01,2015-12-03,first class,RP-19390,Resi Pölking,consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,office supplies,art,"Hunt Boston Vista Battery-Operated Pencil Sharpener, Black",391.49,930.62,539.13,25,23265.4649
1793,1794,CA-2015-104773,2015-12-08,2015-12-13,standard class,TB-21175,Thomas Boland,corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,office supplies,storage,"Companion Letter/Legal File, Black",610.82,562.08,-48.74,5,2810.384596
1794,1795,CA-2017-140774,2017-09-05,2017-09-10,standard class,BE-11455,Brad Eason,home office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,office supplies,art,Panasonic Kp-380Bk Classic Electric Pencil Sharpener,820.72,169.3,-651.43,22,3724.539643
1795,1796,US-2018-139465,2018-08-27,2018-08-30,first class,MR-17545,Mathew Reese,home office,United States,New York City,New York,10024,East,OFF-ST-10002352,office supplies,storage,Iris Project Case,909.67,760.2,-149.47,6,4561.171632
1796,1797,US-2018-139465,2018-08-27,2018-08-30,first class,MR-17545,Mathew Reese,home office,United States,New York City,New York,10024,East,TEC-PH-10000455,technology,phones,Ge 30522Ee2,441.04,872.88,431.84,13,11347.3835
1797,1798,US-2018-139465,2018-08-27,2018-08-30,first class,MR-17545,Mathew Reese,home office,United States,New York City,New York,10024,East,OFF-BI-10003910,office supplies,binders,Dxl Angle-View Binders With Locking Rings By Samsill,296.27,881.72,585.45,16,14107.5574
1798,1799,CA-2017-100965,2017-07-07,2017-07-11,standard class,RM-19375,Raymond Messe,consumer,United States,San Jose,California,95123,West,FUR-FU-10003039,furniture,furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",216.79,358.97,142.18,3,1076.902907
1799,1800,CA-2017-121034,2017-08-08,2017-08-10,second class,JF-15565,Jill Fjeld,consumer,United States,Dallas,Texas,75081,Central,OFF-FA-10000585,office supplies,fasteners,Oic Bulk Pack Metal Binder Clips,281.11,579.26,298.16,11,6371.896296
1800,1801,CA-2017-121034,2017-08-08,2017-08-10,second class,JF-15565,Jill Fjeld,consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001994,office supplies,paper,"Ink Jet Note And Greeting Cards, 8-1/2"" X 5-1/2"" Card Size",86.11,119.02,32.91,19,2261.420947
1801,1802,CA-2017-149461,2017-11-13,2017-11-19,standard class,AS-10135,Adrian Shami,home office,United States,Auburn,Washington,98002,West,FUR-FU-10004270,furniture,furnishings,"Eldon Image Series Desk Accessories, Burgundy",776.95,759.64,-17.31,7,5317.459195
1802,1803,CA-2018-158379,2018-09-22,2018-09-26,second class,JA-15970,Joseph Airdo,consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002498,office supplies,binders,Clear Mylar Reinforcing Strips,867.28,830.29,-36.99,16,13284.62943
1803,1804,CA-2018-158379,2018-09-22,2018-09-26,second class,JA-15970,Joseph Airdo,consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,office supplies,supplies,Martin Yale Chadless Opener Electric Letter Opener,227.22,708.54,481.32,22,15587.92804
1804,1805,CA-2018-158379,2018-09-22,2018-09-26,second class,JA-15970,Joseph Airdo,consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10002926,technology,accessories,Logitech Wireless Marathon Mouse M705,146.56,649.69,503.13,21,13643.4605
1805,1806,US-2017-116729,2017-12-25,2017-12-28,first class,GK-14620,Grace Kelly,corporate,United States,Los Angeles,California,90049,West,TEC-PH-10002200,technology,phones,Samsung Galaxy Note 2,302.44,732.46,430.02,1,732.4615021
1806,1807,US-2017-116729,2017-12-25,2017-12-28,first class,GK-14620,Grace Kelly,corporate,United States,Los Angeles,California,90049,West,OFF-PA-10002005,office supplies,paper,Xerox 225,478.39,983.58,505.19,6,5901.472745
1807,1808,US-2017-116729,2017-12-25,2017-12-28,first class,GK-14620,Grace Kelly,corporate,United States,Los Angeles,California,90049,West,TEC-AC-10001465,technology,accessories,Sandisk Cruzer 64 Gb Usb Flash Drive,773.17,556.34,-216.83,16,8901.453659
1808,1809,CA-2017-164938,2017-02-11,2017-02-13,first class,PB-19210,Phillip Breyer,corporate,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,technology,phones,Mediabridge Sport Armband Iphone 5S,739.02,539.51,-199.51,9,4855.617169
1809,1810,CA-2017-165484,2017-10-23,2017-10-29,standard class,HK-14890,Heather Kirkland,corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001196,furniture,furnishings,Dax Cubicle Frames - 8X10,176.83,82.39,-94.44,19,1565.405514
1810,1811,CA-2017-165484,2017-10-23,2017-10-29,standard class,HK-14890,Heather Kirkland,corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10000595,office supplies,paper,Xerox 1929,576.65,597.19,20.54,19,11346.64602
1811,1812,CA-2015-132612,2015-06-09,2015-06-11,second class,FO-14305,Frank Olsen,consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,furniture,tables,Bevis 44 X 96 Conference Tables,638.42,938.36,299.94,4,3753.422408
1812,1813,US-2018-161193,2018-11-20,2018-11-26,standard class,BT-11680,Brian Thompson,consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,furniture,furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",599.0,48.1,-550.9,3,144.3137781
1813,1814,US-2018-161193,2018-11-20,2018-11-26,standard class,BT-11680,Brian Thompson,consumer,United States,Newark,Ohio,43055,East,FUR-FU-10000206,furniture,furnishings,"Ge General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",980.81,765.86,-214.95,11,8424.424215
1814,1815,CA-2016-131597,2016-09-14,2016-09-18,standard class,SP-20620,Stefania Perrino,corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002607,furniture,tables,Ki Conference Tables,819.97,244.11,-575.86,22,5370.414018
1815,1816,CA-2016-164833,2016-06-04,2016-06-04,same day,LL-16840,Lauren Leatherbury,consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,office supplies,labels,Avery 501,34.71,69.0,34.29,25,1725.091194
1816,1817,CA-2016-164833,2016-06-04,2016-06-04,same day,LL-16840,Lauren Leatherbury,consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,office supplies,art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",217.16,991.1,773.94,5,4955.52354
